id,edad_avl,edad_btree,nombre_completo,ciudad,profesion,telefono,email,salario,fecha_nacimiento,codigo_postal,puntuacion,estado_civil,nivel_educacion
B2O21,38,37,David Martín,Palma,Diseñador,665007446,david.martín@empresa.com,42943,1961-05-30,87408,2.83,Casado,Universidad
5T2J3,69,67,Rafael Torres,Zaragoza,Profesor,697958996,rafael.torres@yahoo.es,36862,1954-09-13,89903,6.32,Soltero,Universidad
5OC66,52,53,Jesús Rodríguez,Sevilla,Vendedor,667987813,jesús.rodríguez@yahoo.es,44253,1968-07-29,55579,3.92,Soltero,Secundaria
K6N0I,76,75,David Gil,Murcia,Contador,630364883,david.gil@outlook.com,53589,1962-06-11,66008,5.41,Divorciado,Secundaria
590ZR,38,37,Daniel Suárez,Terrassa,Contador,657792274,daniel.suárez@empresa.com,41640,1965-12-20,81704,3.96,Divorciado,Posgrado
92IY3,76,74,Antonia Serrano,Sabadell,Profesor,641276362,antonia.serrano@yahoo.es,53910,1953-07-14,92435,8.34,Casado,Secundaria
2OGR3,66,64,Esperanza Delgado,Sevilla,Músico,666822898,esperanza.delgado@yahoo.es,46232,1963-09-20,37874,9.04,Viudo,Posgrado
PQK3N,41,39,José Torres,Palma,Profesor,622333774,josé.torres@yahoo.es,42903,1964-09-03,91741,5.23,Divorciado,Primaria
GX64B,80,82,David Díaz,Valladolid,Diseñador,665526930,david.díaz@hotmail.com,48549,1979-08-22,39037,9.2,Soltero,Posgrado
78JM6,78,76,Dolores Jiménez,Vigo,Mecánico,610126852,dolores.jiménez@hotmail.com,44077,1956-09-09,79803,9.97,Divorciado,Universidad
O0TAH,22,24,Jesús López,Vigo,Profesor,624237538,jesús.lópez@yahoo.es,39177,1953-09-07,63108,1.65,Divorciado,Secundaria
DTNIS,53,51,Antonia Gil,Barcelona,Arquitecto,665181735,antonia.gil@yahoo.es,52036,1950-06-02,58864,7.94,Divorciado,Posgrado
RAVH4,48,50,Rafael Alonso,Madrid,Vendedor,669758502,rafael.alonso@yahoo.es,56770,1983-04-08,67234,3.99,Soltero,Posgrado
MCZYQ,80,79,Daniel Blanco,Alicante,Plomero,645453773,daniel.blanco@empresa.com,47117,1960-09-30,86448,9.73,Divorciado,Universidad
NFNBW,43,43,Pilar Alonso,Madrid,Arquitecto,686536998,pilar.alonso@empresa.com,50274,1952-12-03,35451,5.31,Divorciado,Secundaria
8FKN9,30,32,Pedro Gómez,Barcelona,Deportista,681209513,pedro.gómez@yahoo.es,32362,1974-04-21,59535,5.93,Viudo,Universidad
HJSLB,74,76,Pilar Díaz,Palma,Veterinario,693287176,pilar.díaz@empresa.com,50323,1961-06-23,56762,9.26,Divorciado,Secundaria
PU7GF,22,21,Pilar González,Hospitalet,Secretario,682856173,pilar.gonzález@empresa.com,29261,1973-08-22,89795,4.3,Divorciado,Universidad
3LRGY,45,46,Francisca Delgado,Málaga,Arquitecto,681207748,francisca.delgado@gmail.com,48344,1958-01-07,19101,3.64,Divorciado,Posgrado
RL4VX,54,55,Jorge Moreno,Terrassa,Farmacéutico,671539119,jorge.moreno@gmail.com,37644,1979-12-30,14875,2.64,Casado,Posgrado
43BKX,69,71,Rafael Serrano,Barcelona,Electricista,610533964,rafael.serrano@hotmail.com,42358,1950-03-20,67737,7.3,Casado,Universidad
GN490,31,31,Dolores García,Jerez,Médico,687294061,dolores.garcía@yahoo.es,35283,1969-10-27,36287,5.24,Viudo,Secundaria
TEDSU,50,48,Carmen Martínez,Madrid,Ingeniero,648372924,carmen.martínez@empresa.com,46650,1969-10-17,75167,3.92,Soltero,Primaria
QJZ6M,71,73,Francisca Torres,Cartagena,Médico,661090118,francisca.torres@gmail.com,42438,1954-02-13,46397,9.57,Viudo,Secundaria
2ZJO7,48,46,Francisca Muñoz,Alicante,Enfermero,687645677,francisca.muñoz@hotmail.com,41857,1974-08-28,79164,4.02,Divorciado,Posgrado
VAXH9,76,74,Esperanza García,Bilbao,Electricista,672643828,esperanza.garcía@hotmail.com,47573,2003-05-04,96423,5.56,Divorciado,Universidad
MAD9O,64,64,Ángel Díaz,Palma,Diseñador,615485853,ángel.díaz@gmail.com,37902,1969-10-19,24844,9.42,Soltero,Posgrado
LPNFN,22,23,Dolores Álvarez,Alicante,Músico,625248426,dolores.álvarez@hotmail.com,26851,1950-09-23,34543,8.36,Viudo,Secundaria
F7KZF,62,62,Fernando Vázquez,Valladolid,Contador,611884324,fernando.vázquez@empresa.com,50075,1963-05-14,47059,4.56,Casado,Secundaria
EW9T5,68,69,Ángel González,Granada,Electricista,652609688,ángel.gonzález@hotmail.com,51123,1986-11-20,95880,2.63,Divorciado,Secundaria
63WMW,25,27,Carlos Gutiérrez,Gijón,Plomero,672123521,carlos.gutiérrez@outlook.com,31305,1958-08-27,29594,1.47,Divorciado,Secundaria
DU00U,24,24,Luis Sánchez,Cartagena,Contador,686341647,luis.sánchez@outlook.com,25288,1957-11-14,47186,3.89,Casado,Universidad
Y7HWM,30,28,Teresa Torres,Madrid,Psicólogo,659673757,teresa.torres@yahoo.es,35679,2003-09-20,63921,3.09,Viudo,Primaria
OT4PQ,66,64,Manuel Ortega,Hospitalet,Contador,648315528,manuel.ortega@empresa.com,48821,1986-10-23,60450,6.21,Casado,Primaria
4QBTO,49,51,Teresa Ramos,Jerez,Mecánico,625551664,teresa.ramos@yahoo.es,40561,1956-04-18,65779,8.46,Casado,Secundaria
AQ8F5,47,46,José Morales,Madrid,Vendedor,680726602,josé.morales@hotmail.com,47594,1999-03-02,80905,8.82,Divorciado,Secundaria
MCAPK,48,47,Pedro Suárez,Valladolid,Médico,658529616,pedro.suárez@outlook.com,57810,1962-02-19,19942,1.51,Viudo,Secundaria
09CK7,50,52,Mercedes Álvarez,Vigo,Secretario,629190142,mercedes.álvarez@outlook.com,36623,1962-07-14,58170,8.98,Divorciado,Posgrado
WC0UF,52,50,Esperanza Gutiérrez,Valladolid,Contador,659746854,esperanza.gutiérrez@gmail.com,48835,1972-11-20,79213,9.3,Soltero,Universidad
OCVFK,57,59,Elena Vázquez,Bilbao,Médico,678088375,elena.vázquez@outlook.com,51590,2001-05-30,51959,1.34,Casado,Primaria
20PH8,21,19,Vicente Martín,Cartagena,Chef,634021755,vicente.martín@empresa.com,26971,1977-03-01,80777,8.27,Soltero,Primaria
ZS6GQ,76,76,Antonia Ramírez,Córdoba,Secretario,636433422,antonia.ramírez@hotmail.com,35777,1985-08-21,78681,7.61,Casado,Secundaria
E7XLL,42,40,Elena Vázquez,Córdoba,Músico,692091110,elena.vázquez@empresa.com,59002,1964-08-20,37336,4.07,Divorciado,Universidad
LLYYT,64,62,Manuel Alonso,Sabadell,Chef,626025145,manuel.alonso@empresa.com,47792,1995-08-12,50510,9.59,Divorciado,Posgrado
B90XI,30,32,Elena Rodríguez,Vitoria,Deportista,670058663,elena.rodríguez@hotmail.com,42386,1968-05-31,34390,5.1,Soltero,Secundaria
21Q2C,32,32,Jesús Romero,Córdoba,Mecánico,651265786,jesús.romero@empresa.com,45800,1962-01-15,41284,9.45,Divorciado,Primaria
17D1S,67,68,Isabel Ramos,Bilbao,Vendedor,695970527,isabel.ramos@empresa.com,42477,1984-11-22,66873,1.26,Viudo,Secundaria
Y9AN8,72,72,Daniel Blanco,Murcia,Abogado,683130695,daniel.blanco@hotmail.com,43814,1988-01-12,60202,2.67,Divorciado,Posgrado
SV27K,30,28,Teresa Romero,Palma,Artista,637149279,teresa.romero@outlook.com,38880,1971-07-05,76729,1.08,Soltero,Secundaria
YIGYO,74,73,Antonia Muñoz,Granada,Músico,681400693,antonia.muñoz@outlook.com,49717,1988-02-04,94359,6.63,Divorciado,Universidad
VTLV0,46,48,Isabel Blanco,Málaga,Periodista,635141012,isabel.blanco@gmail.com,57050,1982-01-19,60393,5.53,Casado,Posgrado
PX30R,24,26,Manuel Díaz,Coruña,Contador,691876722,manuel.díaz@gmail.com,29259,1957-05-05,45430,3.23,Casado,Universidad
W5W49,66,68,Jorge Morales,Sabadell,Conductor,679145041,jorge.morales@yahoo.es,47553,1972-12-05,40860,3.11,Casado,Posgrado
IKY1X,53,53,Lucía Jiménez,Granada,Plomero,655465031,lucía.jiménez@gmail.com,42894,1998-12-22,90880,7.19,Casado,Primaria
RG76T,60,60,Rosa Sánchez,Cartagena,Programador,654345790,rosa.sánchez@empresa.com,48996,1968-10-08,99371,5.94,Divorciado,Secundaria
9PCN9,80,81,Rafael Gómez,Gijón,Profesor,654671137,rafael.gómez@hotmail.com,51396,1963-09-02,75881,9.73,Viudo,Posgrado
CDM0Q,25,26,Isabel Álvarez,Málaga,Farmacéutico,647742791,isabel.álvarez@outlook.com,40807,1953-10-19,67856,6.47,Soltero,Universidad
WZRBU,37,35,Ramón Martín,Zaragoza,Psicólogo,632066853,ramón.martín@yahoo.es,57504,1966-01-09,72464,9.26,Casado,Primaria
3XSR5,33,34,Ángel Romero,Palma,Vendedor,632785597,ángel.romero@empresa.com,41130,1993-11-01,43416,3.75,Viudo,Universidad
A9391,79,80,Pilar Domínguez,Alicante,Farmacéutico,693483908,pilar.domínguez@hotmail.com,35785,1985-12-03,57257,7.11,Soltero,Posgrado
SOKA0,39,41,Pilar Delgado,Cartagena,Electricista,630135554,pilar.delgado@outlook.com,45020,1972-12-16,92998,4.82,Viudo,Posgrado
U3QXE,69,69,Antonio Hernández,Madrid,Arquitecto,650427389,antonio.hernández@hotmail.com,41623,2000-10-27,23396,7.63,Viudo,Universidad
HNPIL,71,72,Pilar Molina,Palma,Músico,637510046,pilar.molina@gmail.com,41592,1956-03-25,43929,2.06,Casado,Posgrado
6WLSU,80,81,José Muñoz,Elche,Diseñador,677611766,josé.muñoz@outlook.com,46020,1989-02-10,59544,1.79,Casado,Posgrado
P7B9M,33,33,Francisco Ruiz,Sabadell,Mecánico,680519443,francisco.ruiz@gmail.com,37960,1982-09-28,17897,9.37,Soltero,Universidad
PWUYL,39,38,Fernando Molina,Jerez,Farmacéutico,663396058,fernando.molina@yahoo.es,45984,1965-09-16,92288,7.96,Soltero,Primaria
2XUTY,67,68,Miguel Romero,Córdoba,Deportista,662383259,miguel.romero@gmail.com,42825,1997-12-25,16358,3.62,Divorciado,Primaria
BW941,34,33,Luis Gil,Vitoria,Arquitecto,633100707,luis.gil@gmail.com,47407,1961-05-14,77045,5.34,Soltero,Universidad
3WSN8,63,63,José Ramos,Vitoria,Médico,624948184,josé.ramos@hotmail.com,53807,1963-01-16,63051,2.1,Casado,Posgrado
8R3BJ,32,31,Pilar Suárez,Zaragoza,Periodista,662590985,pilar.suárez@gmail.com,36473,1952-09-07,46208,4.46,Divorciado,Universidad
NKPXM,56,54,Ramón Hernández,Terrassa,Farmacéutico,672512821,ramón.hernández@hotmail.com,39911,2003-09-17,54400,4.87,Casado,Posgrado
TOSUM,64,66,Rafael García,Córdoba,Diseñador,691895920,rafael.garcía@hotmail.com,44928,1964-10-17,42527,8.08,Viudo,Posgrado
U2NXB,28,26,Pedro Domínguez,Cartagena,Secretario,692348874,pedro.domínguez@gmail.com,47200,1975-06-10,98366,5.22,Soltero,Primaria
6ZJNK,67,65,Concepción Gutiérrez,Sabadell,Farmacéutico,659469440,concepción.gutiérrez@hotmail.com,48087,1992-02-08,85999,3.41,Soltero,Primaria
LV4Q0,65,63,Laura Muñoz,Hospitalet,Ingeniero,688075638,laura.muñoz@hotmail.com,41574,1999-05-03,91549,6.25,Viudo,Primaria
8IHH2,52,54,Daniel Serrano,Zaragoza,Ingeniero,620286453,daniel.serrano@hotmail.com,42511,1987-11-23,29719,9.36,Soltero,Secundaria
9LUQ9,31,33,Dolores Moreno,Alicante,Periodista,660684803,dolores.moreno@hotmail.com,31323,1968-02-20,44961,8.37,Divorciado,Primaria
BQUCK,54,56,Rosa Fernández,Coruña,Enfermero,660229222,rosa.fernández@outlook.com,50733,1975-03-18,76167,4.69,Soltero,Universidad
DMC60,52,50,Jorge Ortega,Cartagena,Conductor,644678577,jorge.ortega@gmail.com,48978,1974-09-22,39523,2.64,Soltero,Universidad
ON7K2,57,58,Esperanza García,Jerez,Mecánico,669417052,esperanza.garcía@hotmail.com,40049,1961-11-14,20298,7.68,Casado,Posgrado
BI28G,47,47,Pilar Alonso,Alicante,Médico,653417101,pilar.alonso@outlook.com,42264,1984-08-14,71167,2.73,Soltero,Secundaria
UL8KR,70,72,Mercedes Ramos,Sevilla,Veterinario,678684631,mercedes.ramos@outlook.com,47952,2004-07-08,41599,9.49,Casado,Primaria
JO201,79,78,Ángeles Martínez,Oviedo,Secretario,689619976,ángeles.martínez@yahoo.es,42931,1998-09-21,11456,9.46,Casado,Secundaria
MFXLZ,73,75,Francisco Gutiérrez,Sabadell,Ingeniero,634791220,francisco.gutiérrez@gmail.com,49048,1996-11-09,68485,9.86,Casado,Posgrado
CALQT,28,27,Jesús Torres,Córdoba,Diseñador,640000209,jesús.torres@gmail.com,49521,1975-06-23,29422,4.92,Viudo,Universidad
M5L6X,38,36,Antonia Vázquez,Jerez,Periodista,683012912,antonia.vázquez@yahoo.es,48266,1990-04-29,97563,6.77,Soltero,Secundaria
HT6MM,61,59,María Jiménez,Córdoba,Médico,669824905,maría.jiménez@hotmail.com,54670,1982-11-21,68594,9.6,Casado,Universidad
K83SA,35,34,Pilar Martín,Zaragoza,Plomero,690621386,pilar.martín@empresa.com,50650,1974-04-20,50010,2.19,Viudo,Posgrado
U4ZOE,38,36,Rosa Ramírez,Zaragoza,Arquitecto,629491630,rosa.ramírez@gmail.com,42754,1988-04-22,94479,2.77,Casado,Universidad
L4B7K,54,55,Esperanza Ramírez,Sabadell,Médico,682160262,esperanza.ramírez@outlook.com,35515,2004-12-08,63610,9.29,Divorciado,Primaria
TPP3Q,21,23,Ramón Serrano,Vigo,Médico,627526816,ramón.serrano@yahoo.es,38782,1981-06-05,45335,9.61,Soltero,Posgrado
UOPFM,40,41,Fernando Blanco,Bilbao,Ingeniero,661542895,fernando.blanco@hotmail.com,59942,1957-03-25,62635,1.91,Soltero,Posgrado
V479Z,28,30,Francisco García,Cartagena,Abogado,630784498,francisco.garcía@hotmail.com,42682,1977-05-25,80513,9.98,Viudo,Primaria
ZFIQZ,22,20,David Alonso,Alicante,Músico,650004402,david.alonso@hotmail.com,29067,2001-05-06,90113,2.18,Divorciado,Primaria
3I3N7,53,55,Luis Martínez,Hospitalet,Profesor,616810857,luis.martínez@yahoo.es,47618,1970-02-15,52790,5.05,Soltero,Posgrado
WU0YM,43,45,Pilar Gómez,Terrassa,Músico,679920480,pilar.gómez@hotmail.com,43527,1993-04-10,90541,6.4,Viudo,Primaria
FF33R,62,61,Carmen Delgado,Vitoria,Contador,694833042,carmen.delgado@outlook.com,53968,1955-11-04,39073,9.09,Divorciado,Primaria
NED5X,40,40,Jorge Serrano,Valladolid,Chef,654030758,jorge.serrano@empresa.com,48587,1968-07-17,71945,8.38,Divorciado,Secundaria
0QU2Z,72,70,Pilar Muñoz,Murcia,Dentista,617671834,pilar.muñoz@outlook.com,46268,1966-04-26,23539,4.86,Divorciado,Primaria
TDUC7,26,26,Fernando Gil,Alicante,Electricista,682558113,fernando.gil@yahoo.es,33984,1981-09-28,92878,9.97,Casado,Posgrado
N18MC,18,18,David Vázquez,Málaga,Contador,698548737,david.vázquez@yahoo.es,27248,1995-08-24,20794,5.51,Casado,Posgrado
ICLMV,33,31,Ana Vázquez,Sevilla,Deportista,663777406,ana.vázquez@hotmail.com,38525,1992-01-03,31462,9.32,Viudo,Primaria
EDN8S,71,70,Teresa Suárez,Vitoria,Abogado,640851519,teresa.suárez@yahoo.es,47567,1961-06-13,32376,6.53,Viudo,Secundaria
151WH,45,44,Josefa García,Gijón,Farmacéutico,656919871,josefa.garcía@gmail.com,52770,1979-01-21,97500,8.88,Casado,Primaria
UNH3R,51,53,Isabel Martínez,Cartagena,Periodista,649663850,isabel.martínez@yahoo.es,51633,1961-03-08,13394,5.55,Casado,Universidad
8PW8X,77,77,José Morales,Málaga,Secretario,666215389,josé.morales@hotmail.com,45851,1992-10-17,23411,1.06,Casado,Posgrado
4Y9X2,31,31,Pedro Domínguez,Granada,Médico,615297712,pedro.domínguez@yahoo.es,49252,1976-10-31,60742,3.1,Soltero,Universidad
M1V9D,57,56,Ángel Navarro,Murcia,Contador,666788777,ángel.navarro@empresa.com,36529,1990-04-19,24242,2.07,Casado,Posgrado
YTKW6,43,45,Miguel Díaz,Murcia,Arquitecto,683239656,miguel.díaz@hotmail.com,46630,1991-09-05,13971,5.16,Casado,Universidad
XSTEX,45,47,Pedro Navarro,Palma,Mecánico,643743412,pedro.navarro@outlook.com,42572,1953-10-18,82433,4.75,Casado,Posgrado
LYGJQ,64,66,David Blanco,Vitoria,Dentista,665728258,david.blanco@gmail.com,45138,1979-12-28,36004,8.65,Divorciado,Secundaria
S1GTZ,76,78,Ángel Ortega,Jerez,Vendedor,673989137,ángel.ortega@empresa.com,44274,1999-02-07,84631,5.76,Casado,Universidad
0MHTO,60,58,Ángeles Delgado,Palma,Contador,646005261,ángeles.delgado@empresa.com,36637,1978-10-08,98782,3.57,Soltero,Universidad
KDUF3,69,70,Luis Hernández,Sabadell,Profesor,614969777,luis.hernández@empresa.com,54714,1982-09-26,69046,4.36,Viudo,Posgrado
ODT8Q,60,60,María Delgado,Sevilla,Chef,668279946,maría.delgado@hotmail.com,39268,2001-10-22,92769,2.33,Casado,Posgrado
LB80I,68,66,Teresa Serrano,Valencia,Periodista,620670591,teresa.serrano@empresa.com,48317,1963-04-02,79342,8.9,Divorciado,Posgrado
2IUO1,62,61,María Pérez,Cartagena,Conductor,623016963,maría.pérez@yahoo.es,40011,1964-08-21,67710,8.03,Casado,Primaria
DO0VU,37,37,Fernando Álvarez,Bilbao,Arquitecto,679052144,fernando.álvarez@gmail.com,50688,2003-11-24,49835,3.12,Casado,Universidad
VYZTP,53,55,Vicente Martín,Sevilla,Enfermero,629009821,vicente.martín@gmail.com,36820,1959-02-03,60053,8.4,Viudo,Posgrado
FOLZR,38,37,Pilar Romero,Vitoria,Deportista,696590441,pilar.romero@outlook.com,52396,1976-06-23,64582,5.71,Soltero,Primaria
73971,28,26,Lucía Gil,Vigo,Plomero,628928948,lucía.gil@gmail.com,40958,1960-07-24,98175,1.94,Soltero,Primaria
F6XRU,19,19,Ramón Martínez,Granada,Periodista,679502289,ramón.martínez@hotmail.com,22956,1989-01-17,18029,6.36,Soltero,Primaria
WU5QY,20,22,Ángeles Vázquez,Coruña,Médico,611536073,ángeles.vázquez@hotmail.com,34572,1954-12-15,61158,5.8,Soltero,Posgrado
QGKQO,52,51,Pilar Muñoz,Barcelona,Conductor,686057410,pilar.muñoz@outlook.com,43256,1988-10-06,16748,8.23,Viudo,Secundaria
EMJKT,32,32,Ángel Martín,Jerez,Secretario,653394867,ángel.martín@empresa.com,42366,1985-02-16,73984,2.4,Casado,Primaria
7JQTY,18,18,Ángel Navarro,Madrid,Secretario,678162239,ángel.navarro@gmail.com,24728,1970-01-07,25460,3.84,Divorciado,Primaria
G9KWF,19,20,Pedro Gómez,Málaga,Vendedor,622372760,pedro.gómez@yahoo.es,35345,1964-05-12,87353,9.66,Casado,Secundaria
CHWW2,70,68,Ángel Blanco,Barcelona,Electricista,650192954,ángel.blanco@empresa.com,36048,1986-05-31,82969,5.95,Soltero,Posgrado
SIA68,38,40,Vicente Rodríguez,Barcelona,Médico,691488687,vicente.rodríguez@outlook.com,49407,1977-11-26,80920,4.54,Divorciado,Universidad
RL37Y,26,27,Carlos Ruiz,Zaragoza,Enfermero,698089978,carlos.ruiz@outlook.com,44795,1999-09-01,53522,4.15,Casado,Universidad
YT6LC,74,74,Carmen Torres,Valladolid,Conductor,632626089,carmen.torres@outlook.com,53027,1971-12-11,90571,9.56,Soltero,Secundaria
B8KCC,67,67,Rosa Domínguez,Madrid,Abogado,685489914,rosa.domínguez@empresa.com,51183,1960-07-19,10025,5.16,Soltero,Universidad
F0FN3,51,51,Esperanza Ramos,Valencia,Psicólogo,615856538,esperanza.ramos@yahoo.es,39858,1972-02-02,31234,9.84,Soltero,Secundaria
G65CR,53,52,Pedro Blanco,Cartagena,Veterinario,684880380,pedro.blanco@gmail.com,36788,1952-09-14,23373,4.4,Soltero,Posgrado
U8MCZ,78,78,Luis Molina,Murcia,Farmacéutico,622475997,luis.molina@outlook.com,53896,1994-01-22,63252,1.54,Soltero,Primaria
SQXI1,34,34,David Domínguez,Córdoba,Electricista,613470923,david.domínguez@outlook.com,30208,1964-05-11,28161,5.75,Divorciado,Universidad
WET30,42,44,Francisco Torres,Murcia,Electricista,619644942,francisco.torres@gmail.com,49790,1987-09-12,48867,2.69,Viudo,Universidad
AQDRY,68,68,Laura Pérez,Coruña,Profesor,649413415,laura.pérez@yahoo.es,38581,1950-08-08,44863,6.98,Soltero,Secundaria
I8ZDQ,43,44,Ramón Sánchez,Barcelona,Abogado,623680508,ramón.sánchez@empresa.com,55876,1964-11-08,58174,1.57,Divorciado,Universidad
PF75D,59,60,Carlos Romero,Alicante,Veterinario,662298678,carlos.romero@empresa.com,50468,1984-06-18,49085,2.57,Viudo,Universidad
BZPCP,74,72,Antonia Suárez,Coruña,Artista,626403200,antonia.suárez@gmail.com,35959,1959-05-27,65142,4.82,Viudo,Primaria
PI01W,64,64,Josefa Ortega,Gijón,Periodista,640156689,josefa.ortega@gmail.com,49488,1966-09-26,77788,6.54,Casado,Primaria
U905V,70,71,Antonia Gutiérrez,Madrid,Plomero,657857139,antonia.gutiérrez@hotmail.com,52168,1994-12-28,58789,9.63,Soltero,Universidad
KKK36,44,44,Carlos Delgado,Bilbao,Plomero,627212560,carlos.delgado@yahoo.es,49973,1988-11-06,92117,9.79,Divorciado,Primaria
DKS7Z,56,56,Pilar Moreno,Gijón,Plomero,640702404,pilar.moreno@yahoo.es,36939,1963-02-08,88893,5.68,Soltero,Posgrado
B7YNH,25,26,Isabel Serrano,Coruña,Periodista,619677414,isabel.serrano@empresa.com,46377,1992-07-13,21459,8.31,Viudo,Secundaria
7EJ6W,45,43,Pedro Fernández,Sabadell,Vendedor,651375806,pedro.fernández@outlook.com,46725,1964-07-02,20978,5.75,Viudo,Universidad
30UQ4,61,60,Fernando Torres,Málaga,Artista,632198657,fernando.torres@yahoo.es,36685,1981-08-18,68328,3.93,Divorciado,Secundaria
6CPHF,71,70,Concepción López,Sevilla,Abogado,646879705,concepción.lópez@gmail.com,36162,2003-06-25,79294,6.69,Viudo,Secundaria
7XOR4,40,40,Rafael Sánchez,Gijón,Contador,670492921,rafael.sánchez@yahoo.es,56737,2001-12-17,53758,4.2,Divorciado,Universidad
X8QFW,50,49,Lucía Gil,Elche,Secretario,634570362,lucía.gil@gmail.com,45434,1950-07-10,83969,6.43,Viudo,Universidad
12E4L,73,73,José Ramírez,Granada,Arquitecto,694874151,josé.ramírez@yahoo.es,49444,1974-01-31,25286,6.5,Viudo,Secundaria
5HUNK,18,17,Jorge Fernández,Oviedo,Deportista,686038885,jorge.fernández@gmail.com,36854,1975-08-01,90646,9.31,Soltero,Primaria
3YC4N,45,47,Esperanza Torres,Valladolid,Médico,643038347,esperanza.torres@outlook.com,50633,1995-01-02,12292,9.29,Viudo,Universidad
24ZAA,49,50,Isabel Torres,Vitoria,Secretario,630402413,isabel.torres@yahoo.es,41235,1992-07-20,22579,9.82,Casado,Secundaria
094CH,30,30,Luis Torres,Terrassa,Periodista,681616586,luis.torres@yahoo.es,46292,1952-07-11,44809,1.96,Soltero,Secundaria
2LHH0,34,35,Fernando Rodríguez,Murcia,Artista,689025796,fernando.rodríguez@hotmail.com,30030,1965-06-18,48471,7.76,Viudo,Posgrado
PXDG3,55,53,Carlos Sánchez,Terrassa,Electricista,693755617,carlos.sánchez@gmail.com,37649,1967-08-30,16898,5.41,Casado,Posgrado
JL9NH,59,61,Elena Muñoz,Cartagena,Electricista,667661638,elena.muñoz@hotmail.com,51789,1978-05-25,79076,9.66,Divorciado,Posgrado
5LQL3,22,24,Ana Muñoz,Córdoba,Vendedor,680950330,ana.muñoz@hotmail.com,21955,1996-02-17,46001,7.19,Soltero,Posgrado
F7R8O,25,26,Manuel Martín,Murcia,Médico,665705698,manuel.martín@hotmail.com,40842,1962-06-18,68510,3.0,Viudo,Primaria
Z6DPA,33,34,Jorge Díaz,Zaragoza,Plomero,638209132,jorge.díaz@gmail.com,44268,1962-11-07,30107,1.6,Divorciado,Posgrado
OB2ME,67,65,Teresa Rodríguez,Elche,Dentista,663436103,teresa.rodríguez@yahoo.es,52673,1993-03-22,29661,1.53,Divorciado,Universidad
4P7W6,66,65,Fernando Martínez,Coruña,Médico,648471448,fernando.martínez@gmail.com,47223,1982-03-09,82544,4.76,Soltero,Primaria
2TBP8,35,37,Vicente Rodríguez,Murcia,Abogado,642310849,vicente.rodríguez@gmail.com,40903,1960-09-14,84671,4.97,Soltero,Universidad
RTPNT,71,69,Pedro Morales,Vitoria,Conductor,653789117,pedro.morales@gmail.com,48056,1982-11-01,20812,8.24,Divorciado,Secundaria
LZKBC,27,29,Dolores Sánchez,Córdoba,Contador,681201475,dolores.sánchez@yahoo.es,34251,1954-04-04,95884,7.45,Divorciado,Primaria
Z8ICH,25,25,Carmen Morales,Cartagena,Enfermero,651994615,carmen.morales@outlook.com,30879,2002-09-04,52911,8.65,Soltero,Universidad
